sample_id,class_id,class_name,macro_class,season,confidence,split,source,notes,scl,x,y,B04,B03,B02,B05,B06,B07,B08,B8A,B11,B12
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740940.0,7409140.0,4320.0,3257.0,2758.0,4804.0,4968.5,5128.0,5050.0,5163.0,5526.5,5397.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740960.0,7409140.0,4430.0,3391.0,2846.0,4738.5,4889.0,5060.5,5074.0,5112.5,5518.5,5440.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740980.0,7409140.0,4404.0,3393.0,2835.0,4653.0,4861.0,5034.5,5036.0,5097.0,5517.5,5461.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741000.0,7409140.0,4598.0,3479.0,2947.0,4722.0,4895.5,5042.0,5110.0,5099.0,5546.0,5498.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741240.0,7409140.0,4578.0,3190.0,2612.0,4720.0,4934.0,5072.5,5276.0,5108.5,5477.0,5382.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741260.0,7409140.0,4616.0,3183.0,2584.0,4795.5,4981.0,5118.0,5222.0,5163.5,5536.5,5398.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741280.0,7409140.0,4566.0,3296.0,2657.0,4870.0,5061.5,5233.5,5298.0,5262.0,5613.0,5474.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741300.0,7409140.0,4548.0,3247.0,2639.0,4910.0,5105.0,5271.5,5274.0,5307.5,5664.0,5507.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740420.0,7409120.0,4472.0,3177.0,2571.0,4800.5,5031.0,5140.0,5158.0,5224.5,5437.5,5353.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740440.0,7409120.0,4474.0,3127.0,2502.0,4816.5,5013.5,5152.0,5130.0,5210.5,5479.5,5397.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740460.0,7409120.0,4556.0,3214.0,2653.0,4833.0,5042.0,5200.0,5250.0,5229.0,5512.0,5409.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740480.0,7409120.0,4592.0,3302.0,2722.0,4908.0,5130.0,5267.5,5308.0,5306.0,5582.0,5472.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740500.0,7409120.0,4586.0,3269.0,2691.0,4924.0,5103.5,5254.0,5244.0,5289.5,5582.5,5485.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740520.0,7409120.0,4406.0,3207.0,2675.0,4770.0,4953.0,5126.0,5104.0,5160.0,5473.0,5407.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740540.0,7409120.0,4396.0,3155.0,2627.0,4706.0,4886.0,5056.0,5058.0,5076.5,5405.5,5333.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740560.0,7409120.0,4316.0,3110.0,2569.0,4666.0,4855.5,4986.0,4926.0,5000.5,5324.0,5219.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740580.0,7409120.0,4630.0,3425.0,2815.0,4780.5,4938.0,5063.0,5196.0,5081.0,5333.5,5214.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740600.0,7409120.0,4554.0,3302.0,2905.0,4871.0,5024.0,5161.5,5152.0,5194.0,5414.0,5275.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740620.0,7409120.0,4664.0,3498.0,3192.0,4897.0,5107.5,5216.5,5268.0,5243.5,5486.0,5376.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740640.0,7409120.0,4564.0,3383.0,3029.0,4902.0,5098.5,5206.5,5216.0,5246.0,5532.5,5411.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740660.0,7409120.0,4414.0,3244.0,2712.0,4786.0,4972.0,5150.5,5074.0,5167.0,5502.0,5439.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740680.0,7409120.0,4514.0,3357.0,2903.0,4772.5,4955.5,5127.0,5154.0,5146.5,5505.0,5428.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740700.0,7409120.0,4616.0,3405.0,3063.0,4860.5,5010.0,5172.0,5174.0,5160.0,5476.5,5390.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740720.0,7409120.0,4618.0,3456.0,3080.0,4904.0,5087.0,5187.5,5270.0,5226.0,5508.0,5391.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740740.0,7409120.0,4630.0,3413.0,2945.0,4884.5,5064.0,5213.5,5224.0,5240.0,5537.0,5443.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740760.0,7409120.0,4572.0,3344.0,2784.0,4862.5,5043.0,5206.5,5236.0,5208.0,5547.5,5483.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740780.0,7409120.0,4624.0,3343.0,2735.0,4881.0,5072.0,5206.5,5260.0,5241.0,5572.0,5537.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740800.0,7409120.0,4474.0,3268.0,2632.0,4851.5,5047.5,5191.0,5206.0,5252.5,5617.0,5569.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740820.0,7409120.0,4452.0,3272.0,2664.0,4802.0,4993.5,5171.5,5164.0,5229.0,5590.0,5537.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740840.0,7409120.0,4424.0,3247.0,2700.0,4786.5,4967.0,5125.0,5120.0,5165.0,5549.5,5458.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740860.0,7409120.0,4526.0,3312.0,2704.0,4748.0,4930.5,5110.0,5174.0,5147.0,5483.0,5408.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740880.0,7409120.0,4572.0,3335.0,2701.0,4739.5,4934.0,5053.5,5198.0,5123.5,5436.5,5342.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740900.0,7409120.0,4632.0,3360.0,2714.0,4774.0,5005.5,5127.0,5248.0,5151.5,5488.0,5375.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740920.0,7409120.0,4538.0,3322.0,2739.0,4745.0,4972.5,5107.0,5208.0,5118.0,5477.0,5359.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740940.0,7409120.0,4522.0,3347.0,2730.0,4736.0,4965.5,5098.5,5188.0,5136.0,5512.5,5400.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740960.0,7409120.0,4768.0,3378.0,2853.0,4875.0,5057.5,5116.5,5338.0,5175.0,5593.5,5503.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740980.0,7409120.0,4744.0,3510.0,2946.0,4931.0,5066.0,5143.5,5204.0,5189.5,5599.5,5555.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741000.0,7409120.0,4660.0,3517.0,3001.0,4904.5,5036.0,5163.5,5162.0,5166.0,5616.0,5583.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741020.0,7409120.0,4400.0,3371.0,2937.0,4742.5,4931.5,5113.0,5148.0,5163.5,5599.0,5530.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741040.0,7409120.0,4444.0,3380.0,2927.0,4750.0,4959.0,5140.0,5176.0,5189.0,5601.0,5532.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741060.0,7409120.0,4554.0,3396.0,2818.0,4808.5,5039.5,5223.0,5280.0,5265.5,5667.5,5640.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741080.0,7409120.0,4554.0,3424.0,2822.0,4863.5,5094.5,5265.0,5286.0,5297.0,5688.5,5665.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741100.0,7409120.0,4590.0,3402.0,2797.0,4881.5,5070.0,5243.0,5282.0,5268.5,5688.0,5658.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741180.0,7409120.0,4624.0,3123.0,2493.0,4920.5,5157.0,5320.5,5420.0,5295.0,5654.0,5672.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741200.0,7409120.0,4640.0,3148.0,2500.0,4943.5,5134.5,5253.0,5400.0,5312.5,5628.0,5647.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741220.0,7409120.0,4698.0,3182.0,2554.0,4928.5,5126.0,5299.0,5518.0,5305.5,5608.0,5587.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741240.0,7409120.0,4476.0,3223.0,2595.0,4947.0,5103.0,5253.5,5258.0,5300.0,5618.5,5552.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741260.0,7409120.0,4514.0,3236.0,2629.0,4846.5,5067.5,5237.5,5266.0,5291.5,5628.0,5517.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741280.0,7409120.0,4558.0,3233.0,2597.0,4877.0,5076.0,5238.5,5270.0,5277.0,5677.0,5543.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740520.0,7409100.0,4454.0,3219.0,2618.0,4744.0,4944.0,5092.0,5150.0,5115.0,5469.0,5391.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740540.0,7409100.0,4544.0,3287.0,2708.0,4791.0,4965.0,5114.5,5170.0,5135.5,5432.5,5332.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740560.0,7409100.0,4414.0,3172.0,2635.0,4706.0,4882.0,5038.0,5090.0,5078.5,5376.0,5277.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740580.0,7409100.0,4432.0,3207.0,2658.0,4736.5,4903.0,5067.0,5074.0,5076.0,5381.0,5296.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740600.0,7409100.0,4436.0,3203.0,2648.0,4780.5,4957.0,5086.0,5060.0,5134.5,5424.5,5321.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740620.0,7409100.0,4458.0,3283.0,2707.0,4810.5,5019.0,5142.0,5144.0,5166.5,5481.0,5415.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740640.0,7409100.0,4414.0,3235.0,2688.0,4796.0,4988.0,5127.5,5108.0,5170.0,5511.0,5452.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740660.0,7409100.0,4520.0,3353.0,2851.0,4765.0,4952.5,5102.0,5166.0,5159.5,5494.0,5441.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740680.0,7409100.0,4590.0,3502.0,3135.0,4879.5,5068.5,5167.0,5204.0,5212.0,5504.5,5388.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740700.0,7409100.0,4592.0,3422.0,3014.0,4873.5,5075.0,5182.5,5202.0,5226.5,5469.0,5320.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740720.0,7409100.0,4596.0,3509.0,3105.0,4905.0,5075.0,5212.0,5250.0,5222.5,5526.0,5395.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740740.0,7409100.0,4476.0,3294.0,2740.0,4845.0,5014.5,5189.5,5160.0,5223.0,5545.0,5478.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740760.0,7409100.0,4518.0,3305.0,2758.0,4859.0,5062.0,5201.0,5222.0,5208.0,5576.0,5522.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740780.0,7409100.0,4518.0,3276.0,2723.0,4814.5,5026.0,5206.5,5164.0,5232.0,5581.0,5547.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740800.0,7409100.0,4502.0,3274.0,2650.0,4793.5,4992.5,5159.0,5172.0,5196.0,5592.5,5570.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740820.0,7409100.0,4538.0,3241.0,2615.0,4794.5,4967.5,5145.5,5162.0,5191.0,5586.5,5570.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740840.0,7409100.0,4520.0,3250.0,2647.0,4787.5,4978.0,5123.5,5186.0,5181.0,5593.5,5565.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740860.0,7409100.0,4632.0,3243.0,2657.0,4813.0,5029.0,5186.5,5222.0,5202.5,5588.0,5587.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740880.0,7409100.0,4596.0,3243.0,2600.0,4873.5,5069.5,5229.0,5230.0,5221.5,5598.5,5599.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740900.0,7409100.0,4536.0,3195.0,2576.0,4904.0,5124.5,5240.0,5192.0,5304.5,5632.5,5630.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740920.0,7409100.0,4434.0,3207.0,2570.0,4854.0,5049.5,5182.5,5154.0,5243.0,5618.0,5615.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740940.0,7409100.0,4752.0,3324.0,2645.0,4962.0,5093.5,5265.0,5314.0,5279.5,5650.0,5665.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740960.0,7409100.0,4914.0,3403.0,2731.0,5187.5,5390.5,5527.5,5670.0,5506.5,5749.0,5780.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740980.0,7409100.0,4896.0,3414.0,2738.0,5170.0,5368.0,5521.5,5552.0,5504.5,5761.0,5795.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741000.0,7409100.0,4756.0,3414.0,2769.0,4992.0,5186.5,5299.5,5358.0,5344.0,5685.5,5695.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741020.0,7409100.0,4496.0,3291.0,2662.0,4834.0,5032.5,5197.0,5186.0,5222.5,5587.5,5531.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741040.0,7409100.0,4684.0,3357.0,2686.0,4846.0,5032.0,5202.0,5302.0,5217.5,5634.0,5600.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741060.0,7409100.0,4626.0,3380.0,2718.0,4945.0,5116.5,5211.5,5248.0,5236.0,5664.5,5653.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741080.0,7409100.0,4376.0,3155.0,2636.0,4772.5,4975.5,5127.5,5046.0,5204.5,5578.5,5522.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741100.0,7409100.0,4484.0,3290.0,2643.0,4772.5,5000.5,5137.5,5186.0,5208.0,5596.0,5559.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741120.0,7409100.0,4732.0,3418.0,2733.0,4924.5,5112.0,5221.0,5346.0,5271.0,5679.5,5705.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741140.0,7409100.0,4788.0,3415.0,2734.0,5059.5,5205.5,5350.0,5394.0,5361.5,5750.5,5797.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741160.0,7409100.0,4716.0,3256.0,2593.0,5017.0,5202.0,5373.5,5404.0,5372.5,5684.0,5723.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741180.0,7409100.0,4702.0,3224.0,2569.0,5002.5,5251.0,5415.0,5370.0,5384.5,5671.0,5700.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741200.0,7409100.0,4756.0,3252.0,2608.0,5045.0,5262.0,5386.0,5400.0,5423.0,5679.0,5685.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741220.0,7409100.0,4646.0,3341.0,2686.0,5035.5,5173.5,5303.5,5378.0,5333.0,5691.0,5631.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741240.0,7409100.0,4500.0,3251.0,2615.0,4864.5,5088.5,5259.0,5262.0,5299.5,5636.5,5533.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741260.0,7409100.0,4554.0,3192.0,2556.0,4818.0,5054.5,5223.0,5236.0,5271.5,5625.5,5523.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741280.0,7409100.0,4764.0,3244.0,2580.0,5053.0,5215.0,5394.0,5556.0,5412.5,5679.0,5612.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740640.0,7409080.0,4510.0,3244.0,2628.0,4718.0,4919.5,5069.0,5158.0,5128.0,5516.5,5492.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740660.0,7409080.0,4544.0,3354.0,2846.0,4803.5,4993.0,5138.5,5204.0,5143.0,5524.5,5470.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740680.0,7409080.0,4522.0,3383.0,2867.0,4851.5,5010.5,5196.5,5156.0,5207.5,5530.0,5425.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740700.0,7409080.0,4574.0,3524.0,3025.0,4882.5,5060.5,5156.0,5208.0,5241.5,5519.5,5383.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740720.0,7409080.0,4562.0,3606.0,3112.0,4911.0,5075.0,5203.0,5208.0,5247.0,5555.5,5443.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740740.0,7409080.0,4630.0,3450.0,3088.0,4869.0,5027.5,5195.0,5224.0,5206.5,5540.0,5445.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740760.0,7409080.0,4590.0,3395.0,2828.0,4887.5,5047.5,5198.0,5244.0,5228.5,5543.5,5502.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740780.0,7409080.0,4466.0,3242.0,2622.0,4793.5,5000.5,5160.0,5136.0,5199.5,5566.0,5512.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740800.0,7409080.0,4510.0,3236.0,2609.0,4776.5,4979.5,5110.5,5150.0,5162.5,5567.0,5554.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740820.0,7409080.0,4448.0,3211.0,2602.0,4800.0,4974.5,5122.5,5126.0,5192.5,5593.5,5583.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740840.0,7409080.0,4536.0,3200.0,2594.0,4840.5,5016.0,5161.0,5168.0,5183.0,5600.5,5617.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740860.0,7409080.0,4678.0,3253.0,2597.0,4991.0,5133.0,5280.0,5346.0,5300.0,5622.5,5640.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740880.0,7409080.0,4722.0,3272.0,2618.0,5022.5,5204.5,5342.0,5444.0,5334.5,5620.5,5643.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740900.0,7409080.0,4840.0,3349.0,2679.0,5083.0,5251.5,5433.5,5586.0,5396.0,5660.5,5710.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740920.0,7409080.0,4854.0,3339.0,2682.0,5117.5,5286.5,5431.0,5618.0,5438.5,5720.5,5794.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740940.0,7409080.0,4858.0,3340.0,2671.0,5155.5,5339.0,5443.5,5594.0,5480.5,5764.5,5822.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740960.0,7409080.0,4856.0,3368.0,2695.0,5209.0,5400.5,5521.5,5522.0,5529.0,5761.0,5829.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,740980.0,7409080.0,4724.0,3328.0,2664.0,5106.5,5279.5,5388.5,5286.0,5388.0,5727.5,5774.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741000.0,7409080.0,4704.0,3331.0,2684.0,4966.5,5105.5,5242.0,5284.0,5286.0,5689.0,5727.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741020.0,7409080.0,4718.0,3329.0,2682.0,4955.0,5141.0,5262.5,5270.0,5291.5,5688.5,5720.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741040.0,7409080.0,4678.0,3363.0,2690.0,5002.5,5149.5,5307.5,5290.0,5334.0,5707.0,5738.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741060.0,7409080.0,4428.0,3307.0,2681.0,4885.0,5048.5,5219.5,5192.0,5231.5,5645.0,5639.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741080.0,7409080.0,4396.0,3261.0,2642.0,4690.5,4918.0,5073.5,5092.0,5102.0,5507.5,5442.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741100.0,7409080.0,4282.0,3093.0,2605.0,4650.0,4874.0,5011.0,4976.0,5065.0,5454.0,5403.0
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741120.0,7409080.0,4562.0,3316.0,2648.0,4797.0,4972.0,5132.5,5180.0,5199.5,5566.5,5551.5
suelodesnudo_011,2,suelo_desnudo,sin_vegetacion,seca,alta,train,sentinel2_l2a_2025,suelo desnudo,5,741140.0,7409080.0,4434.0,3286.0,2660.0,4884.0,5062.5,5186.5,5140.0,5247.0,5627.0,5651.5
